Reaction_ID,MaxBiomass,minFlux,maxFlux
EX_gln__L_e,0.0,0.0,0.0
EX_hco3_e,-1.99,-1.99,-0.552999862080226
EX_mn2_e,0.0,0.0,0.0
EX_arg__L_e,0.0,0.0,0.0
ADPT,9.49137088523626e-05,9.4913703264865e-05,9.49137088523626e-05
O2tcx,0.0247147453321134,0.0247147439969893,4.84647095885525
AOXPBDC,1.2977635766016e-05,1.2977635e-05,1.2977635766016e-05
DNTPPA,3.78121114818916e-05,3.78121092500031e-05,3.78121114818924e-05
CBMD,0.0,0.0,0.0
H2Otu_syn,-7.56821422540289,-500.0,-7.56088557012873
DTMPK,0.000251970493152773,0.00025197047830261,0.000251970493152773
BIOMASS__1,0.0512950030277313,0.051295,0.0512950030277313
ATPM,0.0,0.0,1000.0
ACOATA,0.0163015386255122,0.0,0.0163015386255124
5DOAN,5.14976182896909e-05,5.14976152500008e-05,5.14976182896909e-05
3HAD160,0.0162885609897462,0.0162885600283289,0.0162885609897461
RNDR3,0.000312987130334332,0.00031298711186,0.00056495762348711
Htex,2.81970178312351,1.28421523861822,2.82590075009955
G5SD,0.018192722807241,0.0181927217334,0.018192722807241
HISTDa,0.00603121362214753,0.00603121326615,0.00603121362214753
TRPS3,0.0,0.0,0.00350302603596908
DMBZIDS2,2.53653789972131e-06,2.53653775e-06,2.53653789972131e-06
HSTPT,0.00603121362214753,0.00603121326616929,0.00603121362214753
ZCAROTDH2,0.0,0.0,0.000314048013586949
ORNDC,6.37083937604423e-05,0.0,6.37083937604423e-05
GND,0.0,0.0,474.942987163542
CMPA_1,0.0,0.0,6.37083937604423e-05
U23GAAT2,0.0,0.0,0.0
HOXGfx,0.00168760559961236,0.0016876055,0.00168760559961232
PGK,4.50066118200691,4.50066094103386,966.441025805172
IMPD,0.00887666788076295,0.00887666735681,0.00887666788076264
LPOR,0.000748907044204877,0.000748907,0.000748907044204871
CHRPL,8.84838802228344e-06,8.8483875000378e-06,8.84838802228344e-06
GCALDDy,3.78121114818916e-05,3.78121092500031e-05,3.78121114818924e-05
MSBENZMT,8.84838802228344e-06,8.8483875000378e-06,8.84838802228344e-06
DESAT18a,0.000251677649980488,0.000251677635105807,0.000251677649980531
FUM,-0.0501794210408638,-0.0501794525589035,159.581283385957
PHYFXOR,0.00168760559961236,0.0016876055,0.00168760559961232
TMPPP_1,1.25647109916428e-05,1.25647102500008e-05,1.25647109916428e-05
VPAMTr,2.06378442517387,0.0,1000.0
RNDR1,0.000251970493152773,0.00025197047828,0.000251970493152773
TALA,-0.88578153499566,-999.0062386474,999.114218513147
GLYCL,0.0134281372854693,0.0,97.4129036766782
ACONT,0.0,0.0,159.631419978428
NDPK7,0.000312987130334332,0.000312987111897201,0.00056495762348711
GTPCI,0.000923417774005521,0.000923417719500003,0.00092341777400554
AIRC2,0.0104246656146645,0.0104246649993438,0.0104246656146645
IGPS,0.0035030260359691,0.0035030258292,0.00350302603596907
MTAP,4.34160905626718e-05,4.3416088e-05,4.34160905626718e-05
HEMEAS_1,0.0,0.0,0.0
DHORD3um,0.00922364441377348,0.00922364386934,0.00922364441377347
MTHFC,0.025824200693675,0.0164558782654467,191.902791013214
HBZNPT,8.84838802228344e-06,8.8483875000378e-06,8.84838802228344e-06
GCATENEC,0.000314048013586952,0.000314047995061628,0.000314048013586954
COCHL_1,2.53653789972131e-06,2.53653775e-06,2.53653789972131e-06
HSDy,-0.0165973563950231,-0.0165973563950231,-0.0165973554153425
TRPS1,0.0035030260359691,0.0,0.00350302603596907
HISTDb,0.00603121362214753,0.00603121326615,0.00603121362214753
UPPDC1,0.00244907735480888,0.00244907721025,0.00244907735480889
GARFT,0.0093683214568629,0.0,0.0104372303256557
H4THDPR,0.0171283909915679,0.01712838998055,0.0171283909915655
UDPG4E,0.00720569709674742,0.00720569667146265,0.00720569709674743
GLCS3,0.0395207312637002,0.0395207299462,999.9828
AICART,0.0164558792368121,0.0164558782654909,0.0164558792368118
ASPTA,-1.81318847208668,-487.105542390406,-0.108164689715409
GLYOX,0.0,0.0,0.0
PRAGSr,0.0104372303256562,0.0104372297095938,0.0104372303256566
SQD1,0.000724476516637845,0.000724476473875,0.000724476516637845
ACKr,-0.180105635051864,-159.81152560285,0.0
UDCPDPS,5.66296833426154e-06,5.66296800000006e-06,5.66296833426136e-06
GK1,0.00887920441866267,0.00887920389459396,980.391428806791
SHKK,0.0236764858930248,0.0236764844955,0.0236764858930246
OXADC,0.0,0.0,81.1774197305774
G1PACT,0.00678891416872145,0.006788913768,284.403824765055
3HAD60,0.0163015386255122,0.0163015376632529,0.0163015386255124
PGI,-0.0712509628989845,-475.014238124187,-0.0712509607237735
KAS14,0.0163015386255122,0.0,0.0163015386255124
OHPBAT,1.2977635766016e-05,1.29776350377142e-05,1.2977635766016e-05
PQH2tum,8.84838802228344e-06,8.8483875000378e-06,8.84838802228344e-06
O2tu,3.78410711270145,3.78044278506436,250.0
O2tpp,-3.68901294008883,-53.8318839391684,-3.68901236774829
H2Otex,-0.276441998159088,-0.276442822154696,100.0
SK_for_c,0.0,0.0,1.37919773046994e-07
EX_mg2_e,-0.000748907044204877,-0.000748907044204877,-0.000748907
3HAD80,0.0163015386255122,0.0163015376632529,0.0163015386255124
3OAR160,0.0162885609897462,0.0162885600283289,0.0162885609897461
NMNS,0.0,0.0,0.0
PPK,-0.679949890550839,-1000.0,999.500155840965
GALUi,0.0145302316352843,0.0145302307776092,781.575798921962
PHYTES2_1,0.000314048013586952,0.00031404799505,0.000314048013586953
IGPDH,0.00603121362214753,0.00603121326615,0.00603121362214753
OMPDC,0.00922364441377348,0.00922364386934,0.00922364441377347
DCTPD,0.0,0.0,0.000251970493152773
GLUSfx,0.0,0.0,856.663322497535
NADS2,0.000128478594083867,0.000128478586500058,781.561397169714
GLUTRR,0.019713428829602,0.019713427666,0.0197134288296021
G1PTT,0.0,0.0,0.0
UAMAGS,0.00339445708436073,0.003394456884,120.325217317036
SPS,1.53885009083194e-05,1.53885e-05,781.561284079648
ADCL,3.78121114818916e-05,3.78121092500031e-05,3.78121114818924e-05
CYTK1,0.00743272544597296,0.00743272500725174,0.00744216372652318
DAPDC,0.0171283909915679,0.01712838998055,0.0171283909915679
PSIum,19.6114073312986,16.1669137359782,1000.0
R05219,2.53653789972131e-06,2.53653775e-06,2.53653789972131e-06
Cobalt2abcppI,2.53653789972131e-06,2.53653775e-06,2.53653789972131e-06
PFK_3,0.0,0.0,1000.0
THRS,0.0121480647647999,0.01214806404775,0.0121480647647999
NAMNPP,2.53653789972131e-06,2.53653774962004e-06,2.53653789972131e-06
FOLD3,3.78121114818916e-05,3.78121092500031e-05,3.78121114818924e-05
P5CR,0.018192722807241,0.0181927217334,0.018192722807241
MEHLER_1,0.0,0.0,243.498688850338
ICHORS,9.96918383843958e-06,9.96918322471174e-06,9.96918383843958e-06
3OAS140,0.0162885609897462,0.0162885600283,0.0162885609897461
PPK2,-0.000888142200423351,-0.000888142200423351,-0.000888142148028237
IPDPS_syn,0.0,0.0,0.0057275112977213
GLYDHDA,-0.0247525574435952,-487.022130256815,1000.0
SBP,0.0,0.0,1000.0
H4THDPS,0.0171283909915679,0.01712838998055,0.0171283909915655
EAR60y,0.0163015386255122,0.0163015376633,0.0163015386255124
ZNabcpp,0.0,0.0,0.0
UAPGR,0.00339445708436073,0.00339445688405249,142.201912382522
DHAD1,0.0441072943191207,0.04410729171565,0.0441072943191227
IPPS,0.0257900703323309,0.02579006881005,0.0257900703323309
ANS,0.0,0.0,0.00350302603596912
SUCBZL,9.96918383843958e-06,9.96918325e-06,9.96918383843958e-06
ADSL1r,0.00757921135604909,0.00757921090868378,0.0075792113562336
NNATr,0.000128478594083867,0.000128478586475467,781.561397169714
PERD,1.2977635766016e-05,1.2977635e-05,1.2977635766016e-05
PPBNGS,0.00985671441480098,0.009856713833,0.00985671441480103
ADOCBLS,2.53653789972131e-06,2.53653775e-06,2.53653789972131e-06
LTHRK,2.53653789972131e-06,2.53653775e-06,2.53653789972131e-06
PPS,0.0,0.0,999.598312036491
APRAUR,1.5160238144846e-05,1.516023725e-05,1.5160238144846e-05
