Protein,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
6PGD_SYNE7,1.0093103180546885,1.0060331973871142,1.0093062065310612,1.0012386386232068,1.0,1.0016487059497943,0.9985657430010872,0.9957008999339868,0.9961173954501072,0.9946895707014917,0.9928330843875824,0.9976470877141937,1.0155951991628076,1.0150168943805298,1.015057408217645,1.0140047619289003,1.010671992550421,1.0137576823022054,1.011440193279668,1.0093509650848653,1.0097503534140841,1.0005103182518793,1.0013641588711946,1.0028373427606214
A8DZ36_SYNE7,0.9906407150946888,0.9896662618869431,0.9908091515468147,0.9974414878560884,1.0,1.0015655164017307,0.9980842835291209,0.9980222390128662,0.9967452823514121,0.9928233600185089,1.0011664051515867,0.9944390823030751,1.011260799724094,1.0076004101679539,1.0052558007986516,1.0026028144868684,1.0104097568947021,1.00527752324101,1.0076093358474463,1.0030263983564707,1.0091869893902545,1.0034031901489397,1.0029088619677409,1.0013793157388287
AAR_SYNE7,0.9982854768445011,0.9949683451512474,0.998555186034157,0.999776258475936,1.0,0.9981594987317906,1.003389596808104,1.0022337378101946,1.0034943612249463,1.0057480383356108,1.0055373838719823,1.0057028170770401,0.9861398957874341,0.9870386455137525,0.9852473181076548,0.9900550181731943,0.9900257397558403,0.9887346082439644,0.9974384523508386,0.9983535839054524,0.999947804823292,1.0085647707645269,1.0094641473695531,1.0105075414035274
ACCA_SYNE7,1.0030496290646063,1.0023799660440156,1.0054750935879726,1.0012227772377658,1.0,1.0003979215568022,1.0027825950980338,1.0029779329324156,1.0003836157418122,0.9979811453288676,1.000285158358404,1.0004557620493064,0.999710543874246,1.0024179034246905,0.9996659712437126,1.00030498277748,0.9985699693502893,1.0003762924798936,1.004087839703449,1.0014827824907138,0.999615466322608,0.9997099560965303,0.995959209770502,1.0011019144009
ACCD_SYNE7,1.0042164607267752,1.0044346158425757,1.006118217170032,1.0009020800635284,1.0,1.000862526735601,0.9995113129250581,0.9966439145297205,0.9997438664338553,1.001123897516604,1.0012263802212737,0.9994366462289596,1.0033935099392948,1.004232451495995,1.0026326810303483,1.0008454015423653,0.9995142168456754,1.001632372565606,1.0008116248995582,1.0026983619615029,1.0033065067021252,1.003158262920354,1.0041882772467676,1.0039807258798998
ACP_SYNE7,1.0106557348082428,1.0036339856440626,1.0079658248709857,1.0120726447624613,1.0,1.009141033614128,1.0036215925818408,1.0005981211872021,1.000194793516462,0.9959017441852752,0.9912081244025666,1.010138268839657,0.9995739838419478,0.9919767254855877,0.9859365345614446,0.9833532356436314,0.9779771066313685,0.9875699950618981,0.9883843560180899,0.9835894757423248,0.991072447624347,0.9891504254248726,0.9893667827734389,0.9896224243764824
ACSF_SYNE7,1.003831885616828,1.002145175157285,1.0062258140466367,1.0001030109930424,1.0,0.9970814139434322,1.0054524781882472,1.0066734128229884,1.0043385338579338,1.01462577246592,1.013318095703864,1.0126975225221542,0.9808095508680653,0.9839349166093406,0.9782372073537116,0.9796630718079321,0.9779932995788875,0.9812253490289392,0.9941807708077265,0.9919237697108318,0.9942202620427834,1.0194363619994353,1.017268541215689,1.0192069431203432
ALDEC_SYNE7,0.9930685159567199,0.9958404454151261,1.003379031666053,1.0027218109723275,1.0,0.9996924926970172,1.0000718817973082,0.9973919106740725,0.9982705388571042,1.0021733450022479,0.9979875384123935,0.998188006303176,0.9750760373954775,0.9784825568517667,0.9695877429812925,0.9935405772765261,0.9902357895823273,0.9901820160602911,1.001789684702952,0.9997027244627651,0.9971168170065443,1.0142470266217625,1.0121176190173387,1.0150351121312495
AMPA_SYNE7,1.003873686383857,1.0051665292949454,1.0085850954527025,1.0001808533683356,1.0,1.0021278850172624,0.9981196688609253,0.998701772938172,0.9980809856671907,0.9968528487179944,0.9981303932664635,0.9978710255272807,1.0053046706582507,1.0043577561922565,1.0027760625194857,1.0058839641410862,1.0026811645111284,1.0051203766842325,1.0024751963935348,1.0025342397790022,1.002803314373999,1.0007479588295334,1.0008564361518384,1.006163684128927
ANMK_SYNE7,1.0032772626024498,1.0031659058623557,1.0051424565375826,0.9990325854518874,1.0,1.0015696483174055,1.0015674378732093,0.9991313576135034,0.9986009378646745,0.9963288435457719,0.9985018542964303,0.9952156980983429,1.0041745188658155,1.007877750696264,1.0041165449206002,0.9984160995240896,1.0032006131427729,1.0056830155085617,1.0038357972866248,1.0030654147953733,1.0062660669256638,1.0049290127098474,1.0006227910483718,0.9979260989737684
ARGB_SYNE7,1.0063284451721253,1.0078496297060808,1.0072939339179117,1.0029276787721082,1.0,1.0014894839091164,1.0012121599940993,0.9979916136821781,0.9990501575432353,0.9970208516493363,0.9954029208731779,0.9991252220579896,1.0043170420051257,1.0047162822983813,1.005109917820937,1.006046055038576,1.0043385057886034,1.0061472232377922,1.006742224633832,1.0062738282390205,1.0077611683798966,1.0040785782396437,1.004872318436034,1.0073354154853476
ARGC_SYNE7,1.0016664419123567,0.9964509541193219,0.9980761510605861,1.0017119541690607,1.0,1.0039247208874837,1.0051355145391314,1.0004470701934791,1.0025459054372166,0.9997305843335996,1.004620223432044,1.0053005912371922,1.0058998740679306,1.0055707617697673,1.0087727862224438,0.999735597131406,1.0032634169609878,1.0033962584413565,1.0008956964215077,1.0022359921827144,1.0008424007181627,1.0021288222323703,1.0048687867388435,0.9948041569677667
ARLY_SYNE7,1.0033064681861945,1.0007741285760783,1.0011043342620831,1.0018198219131156,1.0,1.001263997886483,0.9994618168955465,1.0001011028973161,0.9993899770512831,0.9989517653078744,0.9969384344774713,1.0000534929170752,0.9969919672744074,0.9979232246934009,0.9978449300088043,0.9990448957389442,0.9985758498512616,0.9977944118664035,0.9996219766078858,0.9993232321879224,0.9999909350008626,0.9999936126486619,1.0004235789021616,1.0013081554101997
AROA_SYNE7,0.9997415116013559,0.9996542140419772,0.9995530576062674,1.0007566446872564,1.0,1.0019057597213865,1.000832595691032,1.0022780680464527,0.9978324552969012,1.0008952964596776,1.0002839802762535,1.0025533798777615,0.9967108797130552,0.9922537805366116,0.9964639465597653,0.9913928870515968,0.9953032056743271,0.9944339762179751,0.9958819287192583,0.9948193113416074,0.99671035329651,1.0067516470101254,1.006656704792139,1.002382090726408
AROC_SYNE7,1.003055376086914,1.0000453698185605,1.0035125280947117,1.0008596405065187,1.0,1.0015097450491695,1.001930909418652,0.9995293022567576,1.001160079473161,0.997625912236249,0.9966749172024408,0.9978445004725005,0.9957553741410932,0.9983176255570793,0.9962104477747422,0.9975668119882964,0.9947055964344851,0.9945476173095144,0.9975468242005779,0.9933745697800115,0.9977299906789866,0.9962289062784255,0.99786415608339,0.9979402386448282
AROK_SYNE7,0.998476347200722,0.993652638349246,1.0027113491864594,0.9964299307781412,1.0,0.9984611090921418,0.9982076764903336,0.9993697455275797,0.9998887906114883,1.0022273151492125,1.0011146457015803,0.9947622183727898,1.0034458756213376,1.0041020314468057,1.0079491739678599,0.9886285942277694,0.9824992413077385,0.9828559668438057,0.9814194007605377,0.9837721225069724,0.9792267389461434,0.9847104417463828,0.9811821260234879,0.9826316336845047
ASSY_SYNE7,1.001419240809115,1.0019402903185497,1.0039634056206495,1.0004553910058958,1.0,1.0012280235727387,1.0008515930584474,0.9999982910850104,1.0025783378754332,1.002910637059713,0.9997275386170605,1.0010116821042039,0.9981072842153847,0.9966862043994723,0.9944789866343386,0.9954948216073751,0.9996099541495732,0.9989098922708206,0.9979772926948092,0.998775640344221,1.0000776575597186,1.0049256830448634,1.0050344510737172,1.00467838053153
ATCL_SYNE7,1.0058303995056672,1.0044813056167274,1.0048887362284937,1.0024879887566114,1.0,1.0005220467293845,1.0028777607723678,1.0009872085494353,0.999703895319601,0.9980204353605311,1.0014992446770883,1.00241466939167,1.0052827260092985,1.0052938278478984,1.0034410010070556,1.002842346374044,1.004864804256163,1.0026391154521155,1.0063016507240063,1.0082579314331697,1.0066945437760606,1.0113539489154502,1.0118113205014894,1.0116373349473138
ATCS_SYNE7,0.9985522792046836,0.996755644242454,0.9975099792860821,1.0029174484262984,1.0,1.0145136478467676,1.009004525953539,1.0088563153352066,1.0217770516001345,1.014555161036996,1.0177691311355166,1.0213055129032138,1.003887124590302,1.0084083279958902,1.00362068258691,1.00386475556216,1.0172690276293892,1.0042460693031605,1.00684926059491,1.0255311729725787,1.0112600140293693,1.0157810753680812,1.0310149398313029,1.008499482891401
ATP6_SYNE7,1.0101614322460142,1.0044907259168931,1.0128480606739216,1.0078726906990927,1.0,1.0045667779538665,1.0028477596888266,0.9934357686819595,0.9999896488316711,1.0025280914424841,0.9916555256062076,1.0065831938249021,0.9963760023263417,0.997994045856561,0.9963827241478392,1.0096926213671846,0.9959525412212882,1.0024680008879647,1.0040896569308881,1.0043966804728137,0.9981434214369705,0.9994356954871744,0.9916807344842172,1.0154293083754433
ATPA_SYNE7,1.0055869680784324,1.0036688947451315,1.0040257995339297,1.005933337816604,1.0,1.0025062742919224,1.002752045659826,1.0027515734122185,0.9988361476969955,0.9997941243102886,0.9962244477860135,1.0031312785928521,0.9947061524678326,0.9923660288282858,0.9963647249703601,0.9967664720962226,0.9941358610952765,0.9961224476954814,0.9950974997460946,0.9947210922096444,0.9956851987971852,1.0012635065632507,0.9972576292530291,1.0025710269116868
ATPB_SYNE7,1.0048932404339448,1.000767703957165,1.0050967498233196,1.0024188640640073,1.0,1.0005425723463446,0.9994694122906439,0.997829348401226,0.9942751687637591,0.9996846513007223,0.994467648510757,1.0017510858683671,0.9891781774648426,0.9878517978985081,0.9886571502332497,0.9934560639800262,0.9886389139359848,0.9922863385101268,0.9950317287349623,0.9937467686277238,0.9926012949055918,1.0026687969488366,0.9969502173728719,1.0053661301447008
ATPD_SYNE7,1.0048215184440155,1.0035963962322962,1.0046022845025282,1.0063742616608007,1.0,1.0063660645172923,1.004707512783556,1.0023224129534198,1.0026129315841892,1.0015150178125924,0.9987451875817781,1.0047565991483924,0.9957807261678173,0.9971996832591526,0.9960799974246419,0.9995075131175167,0.9944170093824064,0.9991943648661853,1.0013470758037286,1.0001399908319366,1.0003948591466387,0.999988715397229,0.9983580854720072,1.0063942602911415
ATPE_SYNE7,1.0076691037691017,1.0032207420867447,1.0057977053745109,1.008593552672787,1.0,1.0060397645119823,1.005379159438632,1.0042550743413396,1.0007888769841355,1.00187212164088,0.9929376084278121,1.0049891256726937,0.9882399680109729,0.9868928170324732,0.9895563552904239,0.9938065865467017,0.9951968795798931,0.9939268995318367,0.9961155016181448,0.9937385085773864,0.9941858529490488,1.0075429868933203,1.0015235178485193,1.0062402397448045
ATPF_SYNE7,1.0009113708374835,1.002678738058474,1.0029307642524512,1.0003319599961447,1.0,1.0044358019628425,0.9989162825358755,0.9953406773199243,0.9973722472221392,1.0001128578715037,0.9931905782213604,1.002200874053643,0.9952443332960595,0.9923660915887216,0.9928060934846372,0.9957236256703333,0.9946430393782025,0.9977919041842226,0.9978091587817077,0.9945863836509299,0.9979761594513968,1.0022833624987302,0.9972597467723159,1.0065409295981576
ATPF2_SYNE7,0.994841236956926,0.9958407394002453,0.9956166326823851,0.9995862592002842,1.0,0.9991150597754506,1.001176509487447,1.003379871098634,0.9950246039235371,0.9983337808590325,0.9926174533754852,0.9968988522415386,0.993227843083452,0.9903320488518167,0.9899865708406885,0.9923650308188261,0.9902284654667445,0.9971121596113989,0.996569107684021,0.994829372514529,0.989549479389454,1.00404014601081,0.9977889493966258,1.0010830302716232
ATPG_SYNE7,1.0001665656301044,0.9988953415369309,1.0009987257844273,1.0009260794110653,1.0,1.0000180283304108,0.9988303642980375,0.9995236976902475,0.9971209410036989,1.0001522905218905,0.9949982874410331,1.0003323157078947,0.9936257486291002,0.9889125204654026,0.9909891150805389,0.9917074174055868,0.991101465399196,0.9936417569961761,0.9951103956163226,0.9941902293799234,0.9941482940162345,0.996780450855211,0.9963612540229682,1.0036503839926336
ATPL_SYNE7,0.9905777607335653,0.9994473195141518,0.9891666111169868,1.0134527114447576,1.0,1.0024913807081497,1.0101637051245171,1.016802678310957,1.0048208191186465,0.9987492980444888,0.9849673924909774,1.005323182666513,0.9878235452160795,0.9776096214779035,0.9807153982845372,0.9968017961921547,0.9945467347883798,0.9998563674012991,0.9930114662106391,0.9911763511971088,0.9885034691322053,1.002950933631984,0.9876664737130201,1.0026479958581007
BIOA_SYNE7,1.0056523069707182,1.004661975165364,1.0038368485996947,1.0059777044553473,1.0,0.9988304673755916,1.0100582155738635,1.0053256752660638,1.006328246728336,1.0060384132805196,1.0120480235128102,1.0078042671065806,0.9993799616880555,1.0038090297560427,1.0014955543547979,1.000024086054865,1.0020963906345894,1.0026084217442666,0.9969048922639192,1.0025826083099403,1.0047129328594762,1.0047522920567944,1.0082084147002797,1.004078889982406
BIOB_SYNE7,1.003751387533484,1.0146179433835698,1.0018587898392157,1.0011137097153413,1.0,1.0126041772358967,1.0088697557967021,1.0277730382494772,1.008451244922326,1.008259465286529,1.0050683010835806,1.0105117858254336,0.997446437433749,1.0046870238753989,1.0071944122292187,1.0018611201874918,0.992592324991614,1.0047282597533056,1.0030296495202666,1.0382090240802593,1.0004059749164111,1.0239633527776282,1.011958525305153,1.0194000878386187
