Sample,Se_Rt_cc_d1_1,Se_Rt_cc_d1_2,Se_Rt_cc_d1_3,Se_Rt_cc_d2_1,Se_Rt_cc_d2_2,Se_Rt_cc_d2_3,Se_Rt_cc_d3_1,Se_Rt_cc_d3_2,Se_Rt_cc_d3_3,Se_Rt_cc_d4_1,Se_Rt_cc_d4_2,Se_Rt_cc_d4_3,Se_Rt_cc_d5_1,Se_Rt_cc_d5_2,Se_Rt_cc_d5_3,Se_Rt_cc_d6_1,Se_Rt_cc_d6_2,Se_Rt_cc_d6_3,Se_Rt_cc_d7_1,Se_Rt_cc_d7_2,Se_Rt_cc_d7_3,Se_Rt_cc_d8_1,Se_Rt_cc_d8_2,Se_Rt_cc_d8_3,Se_Rt_cc_d9_1,Se_Rt_cc_d9_2,Se_Rt_cc_d9_3,Se_axen_d1_1,Se_axen_d1_2,Se_axen_d1_3,Se_axen_d2_1,Se_axen_d2_2,Se_axen_d2_3,Se_axen_d3_1,Se_axen_d3_2,Se_axen_d3_3,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d5_1,Se_axen_d5_2,Se_axen_d5_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d7_1,Se_axen_d7_2,Se_axen_d7_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3,Se_axen_d9_1,Se_axen_d9_2,Se_axen_d9_3
47)unk-04,18438,25174,20157,20487.0,17092.0,22548.0,21759,21154.0,35731.0,22378.0,18235,20074.0,15197,20094,18880.0,21259.0,20521.0,13679.0,25009.0,22831.0,20040.0,20421,14546.0,15009.0,16128.0,20146,14667.0,37484.0,23678,25296,28786.0,62739,58720,25441.0,20355,35552,22124.0,28707,21320.0,20187,23859,25798,23129.0,20117,33108,20538,25201.0,22650.0,21342.0,27838,21265,14853,23880.0,28478
48)OXAL,156602,56072,71163,97109.0,84889.0,146806.0,108689,36174.0,64338.0,109440.0,53897,132723.0,89424,117591,138209.0,79746.0,57298.0,67934.0,47563.0,42069.0,82376.0,26396,4155.0,11227.0,10512.0,17100,26236.0,220833.0,193575,363077,467250.0,230826,484367,448885.0,398161,365017,424697.0,317664,400715.0,369923,205650,410345,315149.0,503304,416245,237031,305705.0,339906.0,179125.0,424443,453085,300360,272101.0,473669
49)Me-GLY,66547,104856,87157,100187.0,74124.0,124422.0,99981,119409.0,69374.0,91387.0,101873,81018.0,73572,123586,173972.0,113554.0,88529.0,140427.0,62676.0,81439.0,224235.0,50897,81846.0,69373.0,48332.0,36239,125142.0,85998.0,52407,53190,176666.0,100592,60758,94195.0,63947,49040,85244.0,62785,47026.0,53203,94331,107615,66296.0,141181,54631,57805,32666.0,44963.0,100460.0,58704,112049,61086,37453.0,62338
50)MAL,37559,161292,50844,56934.0,172343.0,106404.0,63701,55611.0,77084.0,67546.0,62273,260913.0,60061,63986,127291.0,127121.0,218198.0,120731.0,110304.0,55263.0,56892.0,56387,95429.0,72403.0,98843.0,114739,74410.0,123834.0,78644,139499,77479.0,178624,286723,102777.0,93968,55203,321863.0,101244,298837.0,222097,394868,298336,240280.0,248834,72893,413854,254615.0,85413.0,218413.0,341171,259812,197062,214380.0,84541
51)unk-08,950945,936436,889164,863090.0,943870.0,1053604.0,1008052,930844.0,916177.0,999332.0,938750,986699.0,762701,997395,913467.0,988034.0,958199.0,867443.0,958887.0,908877.0,808986.0,882288,722748.0,781948.0,768781.0,903490,785824.0,805425.0,1006998,1063064,1028663.0,1053752,1125138,1046599.0,994761,917065,1130013.0,1199449,1142147.0,901987,995835,1007322,1079388.0,1051154,1039365,1120443,1107254.0,1012887.0,1017747.0,1082012,1039452,1034660,962381.0,1124202
52)BYD,912,6643,5174,115370.0,46230.0,131630.0,51397,3300.0,2375.0,2698.666667,2421,1869.5,3962,1551,1364.0,0.0,1127.0,0.0,0.0,3885.0,3979.0,0,0.0,0.0,0.0,0,0.0,7941.5,1752,14131,134215.0,62802,231776,249272.0,153609,143854,150628.0,47633,123686.0,45680,109739,166388,65440.0,166614,161828,87400,110118.0,165252.0,53930.0,162339,231198,98092,36470.0,247648
53)unk-10,30149,25936,34261,49686.0,42710.0,126194.0,52474,41300.0,54250.0,27753.0,56596,2307.0,47167,5917,2199.5,1674.0,39484.5,2092.0,1268.5,73052.0,74358.0,863,2737.0,1761.0,1071.0,228,724.0,472.0,6159,86887,84421.0,40310,128651,114459.0,62929,82019,75470.0,29070,38845.0,67755,69634,115680,51116.0,73183,75544,34477,63730.0,87145.0,3126.0,75457,108494,46882,0.0,159390
54)H3PO4,35968,5594,19673,61229.0,9842.0,268212.0,8171,5588.0,25901.0,4087.0,11090,45068.0,45538,2431,37666.0,2033.0,9250.0,689.0,11874.0,24343.0,118198.0,8580,10572.0,30402.0,315.0,28123,1707.0,39175.0,15273,132221,121911.0,63368,218370,270503.0,197996,162430,95346.0,52082,73294.0,6615,73146,148678,51459.0,139229,143398,13653,78094.0,138018.0,1287.0,91795,190671,71949,40953.0,247594
55)unk-12,207650,119055,213634,132156.0,291903.0,525796.0,373296,723066.0,584663.0,252937.0,542043,870384.0,373086,702717,103316.0,128426.0,128898.0,65524.0,131277.0,562504.0,409798.0,107523,273284.0,44170.0,183554.0,109297,197532.0,34886.0,622088,494001,497602.0,939355,245034,680356.0,388905,598693,536834.0,153617,775535.0,447523,372779,816651,88211.0,137533,395060,475275,461461.0,449014.0,492356.0,441110,693216,754521,394450.0,23024
56)unk-13,20016,23148,26784,21468.0,24359.0,28937.0,25636,24717.5,31897.0,23279.0,25076,20680.0,23079,31805,19518.0,22879.0,27281.0,16212.0,24701.0,22459.0,21470.0,19872,18682.0,21272.0,13010.0,13603,15603.0,17027.0,27693,28076,20984.0,29163,31719,24152.0,27653,33412,23623.0,37975,31859.0,28861,24963,24583,31123.0,35128,33436,24134,29646.0,34308.0,27282.0,31132,27435,32823,31912.0,30298
57)unk-14,35997,186666,54161,72178.0,17568.0,349555.0,39937,106798.0,5525.0,86571.0,118976,200873.0,104035,161569,183399.0,34796.0,134786.0,52052.0,27920.0,124187.0,15304.0,31641,25387.0,147508.0,23740.0,68800,125006.0,135530.0,159408,259624,227996.0,91134,267966,58836.0,200362,288748,154858.0,46259,244737.0,73059,94136,232025,11029.0,414726,258186,174635,252630.0,319755.0,71498.0,219828,371289,146035,24772.0,333548
58)unk-15,53229,42843,23184,70242.0,45913.0,36601.0,59059,40253.0,34027.0,51882.0,42915,29579.0,45451,27291,25131.0,37489.0,29064.0,15074.0,35256.0,18409.0,20071.0,33850,24899.0,13854.0,26312.0,20102,21348.0,20641.0,16482,20656,22007.0,19844,16838,28301.0,27486,20094,15509.0,28212,22368.0,16862,21968,13518,8365.0,15724,16999,16927,14849.0,11741.0,22009.0,14374,8797,21649,19979.0,9074
59)unk-16,38755,51863,45385,44504.0,44867.0,62801.0,60022,50693.0,51935.0,48879.0,53669,56635.0,59938,59871,52975.0,44333.0,84922.0,48068.0,46562.0,50362.0,78838.0,48992,37519.0,70974.0,43227.0,56929,58152.0,54922.0,47936,68018,50779.0,55204,72169,58515.0,66880,57490,51170.0,70288,59959.0,50411,60885,65715,64738.0,48861,55793,53033,71998.0,59720.0,51974.0,63406,53376,57729,55727.0,54942
60)MAL,50579,65529,29339,370927.0,358319.0,374599.0,547657,473124.0,623672.0,492362.0,616300,456366.0,437195,607922,315572.0,279819.0,327305.0,153616.0,157892.0,225649.0,221417.0,89710,93036.0,147786.0,56814.0,103783,136551.0,36695.0,40550,57944,278218.0,247187,594936,698046.0,660395,745374,456248.0,583545,800311.0,397314,660854,748202,437761.0,1046704,541095,562285,531788.0,338653.0,387735.0,916579,611133,488045,495979.0,664980
61)p-CUM,105445,148016,152515,188654.0,148655.0,155514.0,119682,159411.0,185298.0,97167.0,141414,94367.0,59571,128441,145951.0,95473.0,88301.0,51450.0,67101.0,63282.0,70520.0,106486,101173.0,90486.0,56250.0,96527,105151.0,158274.0,214707,214623,182883.0,149451,291609,266811.0,383284,341718,207738.0,250614,324875.0,84047,84736,77574,39606.0,118574,126858,40230,87963.0,56224.0,157748.0,177445,142049,199903,83735.0,105810
62)THR-OL,26106,30196,32075,88870.0,66543.0,69512.0,93300,61765.0,103283.0,79725.0,101610,71877.0,69782,67638,61083.0,60268.0,69439.0,27569.0,64505.0,64533.0,46446.0,45559,46094.0,32503.0,49811.0,45091,38109.0,24225.0,33793,26853,62196.0,62434,66877,86787.0,99449,73419,93982.0,70424,81021.0,55688,66514,89924,57473.0,88856,86392,54922,76301.0,53812.0,65998.0,83913,82423,58469,68535.0,103834
63)unk-20,117822,122560,116591,95323.0,120052.0,137144.0,113234,98110.0,122246.0,106790.0,119295,113167.0,89747,116602,84957.0,94808.0,90181.0,96610.0,83600.0,96941.0,138968.0,65954,71727.0,74047.0,75509.0,63995,79166.0,85920.0,91061,137718,108440.0,148362,158850,149457.0,147493,154608,126074.0,186102,221753.0,100034,105543,142195,109352.0,176056,137430,98205,141683.0,126093.0,96633.0,141305,206518,114716,109630.0,175886
64)unk-21,40116,85028,70160,168474.0,82036.0,58593.0,135651,23530.0,16487.0,78350.0,23855,13891.0,39215,22241,19770.0,11839.0,17299.0,17788.0,26340.0,18546.5,15806.0,22971,19794.0,24151.5,20605.0,18847,32497.0,125197.0,27542,21831,47153.0,52975,19045,72697.0,23259,889,1729.666667,4300,10628.0,18456,19974,13553,21032.0,24530,13724,19465,7530.666667,3127.0,25441.0,18064,16231,20829,2092.0,19510
65)unk-22,5298,4729,5469,9058.0,8093.0,13698.0,3712,7549.0,8562.0,4904.0,6677,4517.0,2293,8493,5491.0,1132.0,4064.0,6445.0,1362.5,5162.0,7399.0,1593,5051.0,4160.0,1128.0,12363,21063.0,9223.0,5943,3819,5132.0,25157,5805,13433.0,1175,2822,4296.0,20777,10682.0,10512,634,7686,6540.0,11476,12151,411,2305.0,16008.0,1725.0,13292,8364,13531,9149.0,9130
66)unk-23,79759,82640,84691,169904.0,52949.0,52260.0,56545,57803.0,84970.0,162466.0,169166,103629.0,72586,134307,119511.0,54060.0,66683.0,55489.0,68087.0,68081.0,92032.0,81764,66213.0,141874.0,59588.0,141902,181399.0,65505.0,77680,98303,82000.0,62920,97870,334838.0,350114,282365,163552.0,196284,265173.0,94799,127188,193562,72017.0,151138,105236,83809,165923.0,92689.0,137422.0,234731,153159,172258,141024.0,202879
67)Ac-OL,63082,151145,110228,96697.0,346377.0,393680.0,129753,62076.0,458453.0,127667.0,175862,336106.0,122689,246167,115865.0,115743.0,145232.0,95654.0,137646.0,76597.0,250194.0,80779,66871.0,104410.0,85846.0,112043,62035.0,140072.0,85585,109771,211425.0,269093,330615,177648.0,289804,125416,232691.0,279565,253098.0,258321,280011,340200,168747.0,487936,180761,224274,309700.5,146678.0,275757.0,331465,358532,198764,175597.0,505759
68)Ac-OL,43460,30172,20094,86373.0,72923.0,82660.0,64881,37547.0,38527.0,40501.0,33310,27828.0,27367,21273,16712.0,20460.0,19374.0,11778.0,22522.0,17263.0,18155.0,20052,15801.0,14629.0,16816.0,15010,21174.0,17275.0,14625,13385,55607.0,40140,85252,101374.0,68937,73862,101917.0,67749,89477.0,85981,74743,109027,96432.0,125535,95535,76521,86235.0,83121.0,87914.0,166915,118221,163396,107749.0,218654
69)unk-26,56650,21808,12420,156615.0,75330.0,123642.0,130447,123914.0,93558.0,162569.0,84878,125451.0,121885,68392,59950.0,124268.0,41361.0,92306.0,74439.0,87062.0,242581.0,15315,57911.0,9837.0,21156.0,8643,45829.0,85020.0,65484,17560,97765.0,38047,110742,397812.0,264930,425295,168823.0,72428,86287.0,111745,270373,117032,85459.0,154158,121067,74722,296083.0,121507.0,59161.0,174148,104856,217616,98682.0,92865
70)FAL,395103,307051,215778,525291.0,348766.0,311610.0,431328,284542.0,305150.0,387153.0,282030,248883.0,334211,253667,225672.0,223620.0,203845.0,155678.0,254567.0,197616.0,236612.0,231387,175323.0,188803.0,201440.0,194815,175488.0,275373.0,214058,161141,355403.0,186140,209020,298243.0,299932,265728,341386.0,299171,282133.0,279404,293874,281606,327250.0,450263,271849,301834,307478.0,252047.0,388466.0,386901,307317,373015,277864.0,443434
71)unk-28,62736,52191,26957,70569.0,51516.0,39990.0,80961,35680.0,28624.0,58152.0,41136,29172.0,45365,35411,17506.0,26178.0,28101.0,17820.0,33236.0,16630.0,17500.0,28818,11376.0,12986.0,17609.0,19450,18055.0,24049.0,20930,18397,23527.0,21683,23550,27585.0,23006,18899,22692.0,24229,19408.0,15592,26794,19343,18872.0,24441,21641,23254,21430.0,13057.0,21713.0,25204,19858,23071,17700.0,21295
72)unk-29,278819,389363,46806,446985.0,117668.0,438374.0,423158,317315.0,209192.0,266814.0,475996,310810.0,234566,334379,144406.0,177523.0,257113.0,163051.0,133130.0,151087.0,190167.0,50716,27166.0,35490.0,28392.0,22405,155470.0,290591.0,65730,334350,488673.0,19294,131861,406537.0,77312,127128,263920.0,52112,256777.0,75635,46866,130136,192518.0,126899,64133,397899,334858.0,183320.0,208829.0,95737,302507,291615,307758.0,502588
73)GlcN-1P,56502,62089,47878,102213.0,90856.0,82846.0,65068,59796.0,42226.0,63502.0,77427,62355.0,123937,80984,152313.0,63813.0,84534.0,53331.0,69129.0,126745.0,71897.0,71127,59118.0,64325.0,45113.0,46199,147669.0,55301.0,38342,54359,56634.0,38900,76877,99992.0,59171,77276,110957.0,79431,90279.0,54865,87467,102502,92731.0,145252,82468,61665,89272.0,63780.0,71770.0,119046,92578,85206,88077.0,139469
74)MeGAL,10426,33724,4026,45015.0,17475.0,35499.0,91463,104337.0,79083.0,166293.0,149921,97439.0,326580,146517,149727.0,85805.0,108170.0,83099.0,78128.0,64386.0,103555.0,43697,44285.0,66918.0,16742.0,36458,66971.0,6519.0,4224,27670,11633.0,14478,10926,44742.0,39542,32778,47508.0,23675,61550.0,25866,25830,37287,15599.0,26883,23896,34190,14339.0,8383.0,23948.0,34061,12624,24402,49345.0,36754
75)unk-32,271162,171796,105412,294969.0,256826.0,197585.0,288859,151331.0,176799.0,324014.0,206769,189860.0,248971,190499,187973.0,157520.0,204677.0,168600.0,146881.0,166653.5,197668.0,125928,128630.0,147194.0,100916.0,118399,138967.0,75363.0,153940,94838,178582.0,194928,223952,190596.0,215011,145724,272301.0,144969,204079.0,215001,137928,139429,149171.0,256450,157847,96945,191632.0,175246.5,149607.0,206607,192646,257919,163916.0,361262
76)GLC-LCN,87368,88998,59956,89205.0,101708.0,84215.0,91042,99266.0,87095.0,111592.0,101984,83966.0,85656,59709,59626.0,49772.0,47547.0,39482.0,44903.0,36960.0,76412.0,32200,43552.0,48593.0,41694.0,33581,59897.0,46085.5,39031,46404,70477.0,56428,74395,100194.0,92850,85674,97644.0,87778,84133.0,56508,60841,101078,58686.0,113231,45751,89045,62898.0,46702.0,79137.0,116068,98134,102203,61260.0,130921
77)GAL,1855,353,0,6871.0,15003.0,3820.0,19935,22049.0,34935.0,65488.0,52362,64996.0,52459,56494,69610.0,30717.0,42979.0,24534.0,35617.0,36823.0,70676.0,29038,30506.0,46605.0,21989.0,25963,47888.0,0.0,0,0,19999.0,279,2679,11350.0,11004,9416,12237.0,2496,4009.0,9930,2331,3854,23534.0,11505,10082,11667,18800.0,3842.0,2500.0,4579,3212,26831,3680.0,10095
78)unk-35,53032,46285,51019,103818.0,106404.0,111863.0,70624,84407.0,94177.0,133065.0,83316,130254.0,78022,88319,66883.0,50617.0,64823.0,41601.0,55876.0,57776.0,94667.0,49783,51911.0,45699.0,67912.0,58269,79748.0,45340.0,55459,93255,97181.0,69411,85818,115049.0,122360,94972,116356.0,72830,80291.0,70530,81935,131303,62531.0,160785,94210,67366,64636.0,64450.0,71403.0,105102,141613,69123,85031.0,150161
79)unk-36,16383,40650,35727,47895.0,31001.0,66807.0,65225,67254.0,73018.0,43618.0,57879,49655.0,51184,62813,31874.0,27505.0,50046.0,16771.0,22226.5,34267.0,39539.0,16948,15785.0,40397.0,9672.0,39216,70105.0,46859.0,45922,73207,37542.0,35693,51404,30120.0,49434,41685,38732.0,38245,66364.0,15358,43494,63706,21552.0,63778,37770,22001,30112.0,31241.0,20739.0,43748,40498,10326,38600.0,48023
80)unk-37,21260,10415,55513,13832.0,11698.0,20237.0,10965,9901.0,15639.0,10738.0,10101,16067.0,8014,11336,8216.0,8247.0,8555.0,6180.0,7941.0,5706.0,9393.0,5868,6304.0,5019.0,5823.0,15661,7415.0,19417.0,24568,11622,11911.0,14252,12754,9936.0,10512,26740,16193.0,10599,11289.0,5518,12752,20630,6370.0,10886,8363,8230,7039.0,4108.0,3743.0,8287,4426,4315,5627.0,12313
81)GALOA,33995,34495,24688,40403.0,32427.0,33050.0,33750,23698.0,37310.0,25290.0,35556,33713.0,27728,23972,20348.0,16347.0,23203.0,11706.0,15949.0,16239.0,22706.0,10424,20867.0,21452.0,15607.5,25495,20791.0,27926.0,23505,37605,32586.0,15694,37122,40263.0,36536,50830,35658.0,20044,21030.0,23646,22715,34798,20831.0,43259,24677,18547,20464.0,16960.0,9742.0,33347,19466,11676,22131.0,43763
83)unk-40,22016,21425,12425,16120.0,18727.0,15350.0,16099,12398.0,11559.0,25059.0,23732,18627.0,12756,9162,8375.0,4841.0,7072.0,4517.0,6372.0,9519.0,14883.0,5532,6517.0,10696.0,7209.0,12451,22419.0,17566.0,10726,14478,5055.0,10784,12449,14274.0,13745,11287,10042.0,9529,9775.0,6564,14911,12240,8751.0,17127,10343,7595,6703.0,7302.0,4113.0,10211,11435,5561,6062.0,22758
84)FA17:0,17653,90314,76866,43748.0,117113.0,130828.0,45556,93360.0,108986.0,46021.0,37322,109790.0,49839,49422,90498.0,25693.0,29100.0,81681.0,64588.0,83495.0,57125.0,86277,27172.0,42190.0,66339.0,41298,65556.0,31346.0,39814,50318,59615.0,21173,51504,84296.0,42027,143758,145062.0,41343,119459.0,34131,143197,126458,87531.0,57595,132150,30255,115365.0,69753.0,41377.0,122819,103025,101578,130511.0,131584
85)unk-42,7359,10279,7976,28425.0,23253.0,59028.0,62133,44098.0,60610.0,89248.0,90817,82833.0,108084,83136,40519.0,46089.0,70987.0,48876.0,31802.0,33669.0,34028.0,14694,11437.0,23860.0,10194.0,23898,38391.0,7950.0,4868,18562,16050.0,5681,20263,65177.0,57123,51573,81487.0,53009,71185.0,68418,103391,99758,88269.0,183824,86128,58870,124188.0,77488.0,61024.0,174276,140847,74314,103405.0,217320
86)GSH,2446,3117,1107,39611.0,13377.0,20671.0,30183,12287.0,16581.0,20794.0,15642,14311.0,23332,12851,10097.0,6083.0,5100.0,4610.0,5833.0,5321.0,11377.0,3739,4203.5,2936.0,2678.0,3086,7470.0,1204.0,3665,2670,6183.0,3581,5669,15718.0,15769,12800,13551.0,8779,12172.5,10533,11526,11545,10219.0,14854,7229,5546,10181.0,7975.0,2892.0,12464,7230,7500,6949.0,12210
88)unk-46,42735,90684,23465,236551.0,128603.0,164049.0,165167,34943.0,43360.0,63163.0,74702,17039.0,118798,42762,30232.0,20304.0,14745.0,10134.0,11911.0,30703.0,25831.0,42796,15982.0,15797.0,7096.0,24252,16484.0,2434.0,28854,315,123700.0,28905,41928,100826.0,100432,81284,159730.0,19620,17848.0,23294,48208,28465,19551.0,81216,81507,13975,38975.0,14888.0,11481.0,36204,23335,33450,11867.0,39972
90)unk-48,7142,2608,1040,1860.0,1009.0,1005.5,431,701.0,971.0,654.0,1692,1279.0,453,2683,855.0,577.0,217.0,143.0,861.0,6178.0,402.0,231,12139.0,3331.0,43.0,1401,20187.0,932.0,0,0,558.0,331,152,8766.0,455,3359,4694.0,285,733.0,5240,1159,0,1582.0,2684,0,1042,0.0,0.0,4549.0,0,0,35301,1494.0,336
91)unk-49,73643,64598,59343,82250.0,77624.0,63205.0,68480,58534.0,61414.0,82335.0,57087,60553.0,67397,58425,47773.0,49344.0,50077.0,44431.0,52495.0,47811.0,46538.0,60616,43866.0,45340.0,45219.0,52822,70622.0,52728.0,48948,63946,67573.0,53538,67074,79583.0,66341,71620,68434.0,60971,75170.0,76107,56687,78456,65272.0,84515,70054,52479,70169.0,64058.0,79866.0,83107,80303,93582,70629.0,110088
92)ARB,51022,24457,14937,319666.0,193218.0,272871.0,638393,348429.0,624356.0,384442.0,355643,486266.0,74263,55812,119337.0,21960.0,53642.0,21818.0,22392.0,27696.0,66949.0,26538,6113.0,45434.0,13867.0,31593,42004.0,14822.0,6418,12060,171618.0,166814,299305,538138.0,539752,583661,658576.0,606765,765105.0,430343,666414,963572,556388.0,1699125,692820,592171,712420.0,610258.0,701095.0,1706466,1125024,717889,677377.0,1732203
93)unk-51,35830,64720,12826,49776.0,34819.0,22549.0,39327,82547.0,20000.0,110593.0,15225,82077.0,10752,33481,59165.0,69291.0,23262.0,39449.0,65643.0,13043.0,16714.0,27622,7953.0,8871.0,11817.0,41809,28744.0,55538.0,48702,7486,8384.0,13515,25977,18530.0,9853,95124,85366.0,19318,32666.0,22910,9791,9915,14571.0,14778,8184,63117,119090.0,28074.0,149793.0,83710,17390,16027,26469.0,122086
94)LACT,16007,6436,1506,84044.0,75852.0,106967.0,197404,138159.0,216211.0,131165.0,120432,164606.0,26730,21401,36441.0,1811.0,14177.0,431.0,1419.0,1445.0,6343.0,375,849.0,5036.0,203.0,4294,1415.0,8176.0,3087,3000,83819.0,63138,98688,266317.0,208882,210589,280097.0,202266,261260.0,182997,245270,312887,236038.0,729575,260336,263056,276840.0,237193.0,384596.0,623832,430686,358435,267157.0,633064
95)SUCR,1722,346,224,135125.0,44995.0,83326.0,102756,119030.0,236761.0,78022.0,99519,218379.0,18460,7541,76972.0,1554.0,10171.0,1875.0,304.0,3010.0,10233.0,3028,2416.0,12301.0,439.0,6126,11793.0,7249.0,945,1280,49555.0,79661,65925,215473.0,230442,208253,278782.0,295457,300796.0,246723,325504,367872,359972.0,669244,359890,388381,449697.0,340563.0,459726.0,734620,585026,567290,507191.0,787696
96)LACT,3567203,3255042,299517,209411.0,92546.0,110329.0,191883,124108.0,155342.0,100051.0,153420,290053.0,54878,20851,125260.0,138972.0,83879.0,9851.0,144050.0,11561.0,58153.0,9569,52814.0,68083.0,17228.0,44882,12559.0,372914.0,2312796,70585,90986.0,152780,125381,144570.0,148499,172285,547331.0,353602,582915.0,460023,639975,737133,552383.0,1355429,593345,760183,878020.0,621734.0,928244.0,1462815,1133266,1073071,942614.0,1641070
97)LAC-OL,167,243,319,1914.0,15617.0,46324.5,77032,96844.0,112252.0,35111.0,30764,109419.0,16544,21129,26655.0,2346.0,3812.0,2165.0,2263.0,2066.0,5559.0,996,3217.0,353.0,607.0,1206,957.0,435.0,0,0,4680.0,55997,47890,117297.0,154925,143790,169181.0,203930,206330.0,175323,245639,246078,254952.0,331692,232499,248451,281637.0,222753.0,290922.0,378914,316766,312668,296839.0,365161
98)3HBA,12926,12843,12682,17760.0,11364.0,19739.0,11857,13073.0,29148.0,20228.0,13119,15443.0,10729,11394,13612.0,11016.0,12911.0,13441.0,11842.0,12188.0,11300.0,12932,10731.0,13584.0,9277.0,12445,13589.0,10423.0,13867,14331,14979.0,14889,14384,12321.0,16413,13823,13026.0,7725,15033.0,13340,12196,16957,12698.0,14338,15286,13424,14129.0,12650.0,14584.0,12597,13514,13337,13159.0,17476
99)kLEU,25124,31453,14771,31145.0,30429.0,14377.0,15987,15799.0,15391.0,17430.0,14298,14824.0,15253,14172,11573.0,12985.0,10104.0,11101.0,13120.0,12004.0,9315.0,10042,9635.0,7876.0,10959.0,8771,7080.0,19071.0,15889,17096,17264.0,32453,16646,16299.5,18823,13367,15335.0,15634,11392.0,16013,14082,12337,15558.0,18369,15729,13057,12848.0,12678.0,17280.0,18499,11312,12803,17922.0,13722
101)MAE,47847,61585,27904,45316.0,45018.0,30526.0,49938,29903.0,28573.0,55199.0,57527,31556.0,41660,48537,36642.0,42478.0,42402.0,19314.0,45296.0,44267.0,25986.0,38889,33001.0,22889.0,19506.0,21771,18374.0,18530.0,29322,33320,34904.0,50542,31560,58436.0,52570,28090,31155.0,38924,31926.0,31414,32054,31713,34617.0,33838,31156,42570,48619.0,46178.0,52487.0,55023,28460,48345,19522.0,33275
102)PORP,118941,123323,132956,151015.0,146439.0,233288.0,127870,116431.0,109377.0,106267.0,129872,103120.0,113103,97442,105272.5,89128.0,99349.0,104238.5,103205.0,151512.0,140459.0,133136,127139.0,78898.0,111150.0,111593,64652.0,96386.0,106403,129962,136157.0,142177,142201,161703.0,84411,116241,108444.0,90893,73209.0,168206,211795,114435,75732.0,136482,117216,123262,85745.0,88400.0,75651.0,142376,77166,166665,72149.0,100293
103)3HPA,9363,6456,4793,8985.0,7340.0,5935.0,5848,5109.0,11392.0,6942.0,10182,11305.0,8166,10499,7977.0,5856.0,5544.0,3822.0,5665.0,6386.0,5359.0,6757,5825.0,6630.0,4936.0,10275,9806.0,15616.0,10529,13931,16614.0,18675,17013,17640.0,12973,13181,17134.0,21280,13872.0,17443,13412,18143,12571.0,21119,11331,13867,12592.0,20716.0,30947.0,12641,20831,20674,13746.0,19326
104)PHE,72296,88422,87018,90710.0,112105.0,109578.0,102975,81115.0,132138.0,72297.0,44955,72247.0,101619,50129,41914.0,52297.0,110315.0,73478.0,82520.0,72224.0,105042.0,32369,64276.0,62234.0,52648.0,59441,112261.0,81568.0,99902,139581,149156.0,98834,157895,137622.0,169819,121747,112959.0,159606,104149.0,119430,80682,113864,101083.0,97155,108504,102563,116525.0,105821.0,113145.0,121245,109479,96862,139280.0,130868
105)XYL-OL,32824,19803,11309,46187.0,34405.0,28872.0,35875,24180.0,19957.0,30573.0,28298,16752.0,36463,26463,16449.0,18274.0,20380.0,12023.0,17815.0,33664.0,33161.0,17173,14713.0,13709.0,21000.0,22599,24634.0,3422.0,3159,2883,12148.0,4881,20313,14292.0,8513,10193,17322.0,5190,13848.0,7259,24610,21957,8071.0,32368,8427,13403,22253.0,25944.0,9321.0,27409,14864,20740,19626.0,27487
106)9H-CAR,156386,174404,102132,142574.0,163895.0,134743.0,145455,147338.0,181428.0,104191.0,124053,139901.0,107396,199398,75781.0,92395.0,80131.0,49117.0,87557.0,75579.0,75676.0,57487,43883.0,40021.0,40869.0,47957,60573.0,134500.0,87241,108332,322545.0,108301,96647,236765.0,154938,166392,108825.0,61778,72340.0,83226,108462,131054,91903.0,128728,79494,94001,74029.0,82183.0,37242.0,98901,64877,17580,94969.0,123403
107)SOR-OL,74134,44457,29498,113522.0,87053.0,97336.0,127442,42573.0,72242.0,90983.0,77969,66359.0,86402,94330,54953.0,70894.5,48827.0,44397.0,55387.0,52043.0,65750.0,35388,49233.0,45003.0,50702.0,39038,50156.0,46526.0,67226,57928,82161.0,45548,96863,97612.0,72659,55006,65773.0,31309,42734.0,37330,53640,67967,74787.0,66848,79099,58222,83554.0,31363.0,52206.0,72350,59977,34946,74175.0,103762
108)DHPGly,8581,14169,12629,15524.0,12034.0,5719.0,9807,7407.0,11204.0,9941.0,6038,10118.0,12384,10931,9329.0,11712.0,8673.0,13177.0,15882.0,12812.0,9052.0,15535,10732.0,13421.0,16889.0,16408,31743.0,14209.0,16718,12328,13638.0,17578,10089,8243.5,4258,15363,2849.0,6970,4973.0,10122,4790,10362,12724.0,4526,3907,11013,8187.0,13106.0,21739.0,12751,21446,13978,2457.0,10000
109)FA17:0,23784,21608,27151,43787.0,25468.0,38565.0,41470,24561.5,30704.0,48734.0,23655,23324.0,45406,33287,24834.0,30529.0,19176.0,17318.0,22726.0,29184.0,41873.0,24531,21687.0,29806.0,25238.0,31769,45223.0,25343.0,27620,42221,42617.0,19548,38559,153085.0,143104,107440,126891.0,32750,36710.0,27513,37910,38618,31801.0,38247,25017,23339,24713.0,24294.0,32052.0,32030,23926,36386,22971.0,42864
